"","id","Feb1","Feb2","Feb3","Feb4","Feb5","Feb6","Feb7","Feb8","Feb9","Feb10","Feb11","Feb12","Feb13","Feb14","Feb15","Feb16","Feb17","Feb18","Feb19","Feb20","Feb21","Feb22","Feb23","Feb24","Feb25","Feb26","Feb27","Feb28","lon","lat"
"284",3927,-1.7,-2,-5.9,-5.4,-4.5,-4.5,-6.9,-6.2,-3.7,-1.2,-2.3,-4.9,-5.6,-3.1,-3.3,-3.4,-2.7,-2.5,-1.4,-0.5,1.5,-1.2,-0.7,1.3,0.2,-2.3,-0.7,0.2,9.2869,47.9344
"285",3939,0,-1.1,-3.3,-3.4,-3.4,-2.5,-2.8,-0.3,-0.1,1.7,1,0.4,0.7,2.4,-0.4,-0.1,-0.3,1,-0.3,6.4,3.8,1.8,1.9,2.8,3.2,5.1,3,2.3,7.5875,49.1911
"286",3946,-0.8,-0.4,-1.3,-3.1,-4,-3.6,-2.6,-0.8,0.8,2.5,1.3,-0.8,-1.3,-1.3,0.3,1,1.3,0.5,-1.2,3.2,4,0.5,1,2.9,0.8,0.4,2.3,2,12.13,50.4819
"287",3975,-2,-1.5,-3.2,-5.2,-4.3,-3.9,-4.5,-1.8,-1.4,0.4,-0.9,-2.3,-2.8,-3.3,-1.6,0.3,-2.2,-1.9,-3.6,-0.4,2.5,0.9,-0.2,1.7,0.7,0.1,1.6,0.9,11.5355,49.4778
"288",3987,0.2,0.4,-0.3,-1.4,-1.5,-3.9,-1.6,1.2,3.6,4.6,4.5,0.8,0.8,0.2,1.9,0.4,0.5,2.7,1.8,3,5.3,1.7,1.6,2.9,3.2,3.1,3.6,3.4,13.0622,52.3813
"289",4024,0.4,-0.6,-1.9,-1.5,-2.2,-2.4,2.3,1.8,4.3,3.8,2.4,0.5,-0.6,0.5,1.5,0,1.5,3.5,4,2.4,4.3,2.8,1.6,3.5,2.1,3,3.2,2.8,13.477,54.3643
"290",4032,0.9,1.3,0.3,-1.5,-2.2,-4.1,-0.9,1.5,4.8,5,3.9,-1.6,0,1.1,-1.6,1.6,0.6,3.5,2.4,5.5,5,2.2,2.9,4.3,4,3.9,4.4,3.4,11.1319,51.7954
"291",4036,-1,0.3,0.1,-2.5,-2.6,-3.9,-2.4,0.6,3,4.4,2.4,-1.2,0.5,0,-0.6,1.2,-0.5,1.8,0.4,3.5,3.9,0.8,1.1,3.5,2.3,1.4,2.2,2.1,11.5414,51.3895
"292",4039,-0.7,1.1,-0.7,-2.1,-1,-3.9,2.1,2.8,5.6,5.9,3.1,1.5,0.6,2.3,2.1,1.4,0.3,2.6,2.8,3.7,4.1,3.5,3.5,4,4.3,5.4,4.1,3.1,9.8776,53.7331
"293",4063,0.3,0.9,0.4,-2,-1.5,-2.2,-1,2.9,5.3,5.4,3.6,-0.2,2.2,4.5,0.8,1.4,0.9,2,2.2,4.9,4.1,2.6,3.7,4.3,4.8,6.6,4.7,2.9,8.5906,52.4461
"294",4094,-0.2,-0.1,-3.8,-4.5,-2.6,-2.5,-4.3,-4.8,-3.2,-0.7,-2,-3.4,-3.1,-2.1,-1.8,-1.4,-0.7,-0.6,0.1,0.6,0.5,0.5,0.9,2.8,1.7,0.3,-0.6,1.7,9.6206,47.8062
"295",4104,-0.8,-0.6,-3.7,-5.4,-2.2,-2.7,-4.1,-0.7,-0.4,1.9,0.4,-0.7,-1.4,-2,-1.8,-1.2,-1.4,-0.7,-2.1,-0.1,0.4,2.4,0.4,3.5,2,0.2,1.5,2.6,12.1021,49.0424
"296",4154,-0.6,-0.5,-1.2,-2.4,-3.7,-3.3,-1.4,1.2,2.1,3,1.3,-0.1,1.6,4.8,4.2,0.4,0.8,1.6,-0.9,3.2,2.5,1.4,0.9,1.8,2.3,3.9,2.9,2,7.2506,51.1798
"297",4160,-1.2,-2.2,-6.6,-5.5,-3.2,-3.6,-5.8,-1.6,-0.6,1,0.5,-0.4,1.4,2.6,-1.7,-2,-1.9,-0.8,-1.3,3.1,3,1.1,1.5,2,2,2.5,1.7,2.2,8.924,48.7425
"298",4169,1.3,1,-1.3,-0.9,0,0,-1.7,-0.6,0.3,1.7,0.6,-1.1,-1.2,1.2,0.1,0.6,1.1,2,0.1,4.4,5.8,2.5,3.7,4.7,4.7,5.7,4.8,3.6,7.9939,48.6703
"299",4174,1,1.5,1.1,-1.2,-1.2,-1.1,-0.1,3.7,5.6,5.3,3.4,0.8,2.7,5.6,1,1.3,1.1,0.5,2.3,4.8,3.3,1.9,4,4.4,4.4,6.3,5.1,3.8,7.3866,52.2887
"300",4177,1.6,1.5,-1.5,-1.8,0.1,0,-2,0.2,1.1,3.1,3.2,-1.3,-0.1,1.9,-0.2,0.3,1.1,1.3,-1.1,3.1,5.9,2.2,2.6,5.1,4.3,4.7,4.1,3.5,8.3302,48.9726
"301",4189,-1.1,-2.5,-8.6,-6.2,-3.4,-3.5,-6.3,-4.4,-2.5,-0.8,-1,-3.5,-4.5,-3.4,-2.8,-2.5,-2.7,-1.7,-0.9,-0.9,-0.3,-0.2,0,1.9,0.7,-0.9,-0.4,1.2,9.4596,48.1479
"302",4261,-0.9,-0.6,-4.6,-4.2,-3.3,-3.4,-4.6,-2.6,-0.5,0.4,-2.7,-0.4,-1.4,-2.2,-1.8,-0.5,-2.2,-1.1,-0.5,0.6,2,1.6,2.2,3.3,2.3,1.2,1.5,2.6,12.1279,47.8752
"303",4271,0.4,1.2,-0.5,-0.3,-0.2,-3,2.6,2.6,3.9,3.8,2.4,1.3,-0.4,1.2,2.6,0.5,0.7,4,4.3,3.6,4.8,3.4,2.7,4.3,3.7,4.9,3.6,3.5,12.0805,54.1802
"304",4275,0.9,1,-0.5,-2,-0.8,-1.4,0.7,2.9,5.7,5.8,3.9,0.9,2.2,4.3,1.7,2.1,0.4,2.1,2.1,4.2,4.1,3,3.2,3.8,4.3,5.6,4.4,2.6,9.3395,53.1288
"305",4280,-1.1,-0.7,-3.1,-5.5,-2.8,-2.7,-5.1,-1,-0.4,1.4,0.2,-1.3,-1.7,-2.2,-1.2,-1.9,-2.1,-1.1,-2.2,0.8,2.3,1.5,-0.5,2.6,1.1,0.1,1.7,1.8,11.1036,49.2164
"306",4287,-0.5,-0.6,-3,-4.5,-2.8,-3.3,-4.5,-0.7,-0.5,1.4,0.3,-1.5,-1.6,-1.8,0,-1,-1.8,-0.9,-2.8,2.3,4,1.8,0.9,2.8,2.3,2.3,1.6,2.2,10.1732,49.3847
"307",4300,-1.2,-1.9,-6.7,-7.6,-4.4,-4.1,-6.7,-5.2,-3,-0.7,-2.9,-2.7,-1.2,0.2,-2,-1.8,-2.9,-0.9,-0.8,1.4,1.3,0.3,0.4,1.2,0.6,0.6,1.2,1.1,8.6351,48.1813
"308",4301,1.7,2.1,0.3,-0.6,-1.2,-0.3,-0.5,3.2,4.3,4.7,3.7,2,0.3,1.5,-0.8,1.4,2.9,3.5,1.2,6.7,5.8,3.8,3.1,4.6,4.1,6.1,4.9,3.3,7.871,49.8502
"309",4323,-0.8,-1.3,-2.7,-3.5,-4.3,-3.9,-3.8,-0.1,0.7,1.6,0.3,-0.8,-0.5,1.7,-2,-0.7,-0.4,0.7,-1.6,5.3,2.6,1.3,1,2.1,2.2,4.2,2.1,1.8,7.8835,49.6467
"310",4336,0.1,-0.8,-3.5,-3.3,-3.1,-2.6,-3,0.2,0.6,1.8,1.3,-0.5,1,4.6,-0.7,0,0,1.8,-0.4,5.6,3.7,2,1.9,3,3.4,5,3.4,2,7.1077,49.2128
"311",4349,0.4,0.1,-2.4,-3.1,-1,-1.4,-3.4,0.4,0.8,2.6,2.1,0.2,0.3,1.7,-0.6,0.2,-0.1,0.7,-0.1,3.4,4.4,2.6,2.5,3.6,3.6,3.9,3.1,3.8,9.071,48.9569
"312",4354,-1.7,-1.1,-3.3,-5.4,-2.2,-3,-6,-3.1,-2.4,0.4,-0.2,-1.7,-2.9,-3.7,-1.4,0.9,-0.5,-1.5,-2.6,-1.3,0.5,0.5,1.9,1.7,0.6,0.8,1.9,1.7,13.3145,48.7832
"313",4371,0.7,0.7,0.6,-1.6,-1.7,-2.3,-1.3,2.3,4.2,4.7,3,-0.2,1.7,4.4,0.5,2.2,1.2,2.6,1.6,4.4,3.9,2.8,2.4,3.7,4.4,5.8,4,2.8,8.7521,52.1042
"314",4377,-1.4,-1.2,-1.9,-3.4,-4.4,-4.4,-1.6,-0.8,1,2,-0.6,-2.6,-2.9,-2.9,-0.2,1.3,-0.9,0,-3.2,1.3,1.8,1.1,-1.1,1.6,2.1,2,1.5,1.3,10.0032,50.3519
"315",4393,0.8,2.3,-0.1,-1,-0.8,-1.7,3.7,3.3,4.8,4.7,3.8,2.3,1.4,0.9,2.3,1.4,1.7,3.7,3.4,3.4,2.4,3.5,3.7,4.4,3.6,5,4.4,4.3,8.603,54.3279
"316",4411,1.4,1.5,0.6,-1.5,-1.7,-0.9,-2.4,2.1,2.7,4.1,2.5,1,0.7,0.7,-0.2,2,1.9,2.4,1,7.3,6.2,2.3,3.1,5.1,4.6,5.7,4.5,3.5,8.9671,49.9195
"317",4445,-2.5,-2.6,-2.8,-5.2,-5.5,-5.9,-4.1,-2.6,1.2,1.2,-0.1,-0.9,-0.6,-0.6,-2,-0.2,-1,-0.3,-1,0.7,1.7,-0.6,-0.7,0.5,0.1,-0.8,0.2,-1,10.6533,51.7658
"318",4464,-1.6,-1.3,-2,-3.7,-4.5,-4.8,-3.9,-2,0.3,1.5,0.2,-2.5,-2.1,-2,-0.9,1.6,0.7,0.1,-2.2,1.9,2.9,0.4,0.4,2.1,1.2,1.4,2.1,1.1,11.8041,50.5679
"319",4466,-3.3,-0.7,-1.7,-3.5,-1.3,-1.9,3,2.4,5.4,5.4,3.3,1.7,0.5,0.7,2.6,1.2,0.1,3.5,2.9,2.7,2.5,2.8,3.2,4,3.5,4.9,3.9,3.2,9.5486,54.5275
"320",4480,0.5,0.6,-0.8,-2.4,-3,-1.9,-2.7,0.5,1.4,3.3,1.6,-0.2,-0.3,-0.5,-0.8,-0.9,0.8,2,-0.4,4.8,3.9,1.5,0.9,3.3,3.4,4.1,3.4,2.1,9.5539,50.3444
"321",4485,-1.6,0.4,0.1,-2.3,-4.8,-2.9,-2.5,-0.1,1.1,2.6,1.6,-1,-0.9,-1.3,-1,0.3,-1.4,1.8,-1,3,3.3,0.8,1.1,2.9,2.3,2,2.9,2.1,10.454,50.7252
"322",4501,-3.5,-3.3,-3.9,-5.5,-7.4,-7.7,-4.8,-5,-1.7,-0.5,1.5,0.3,-0.7,3.1,0,1.2,-0.7,-1.5,-5.1,-1.5,-0.6,-1.8,-2.6,-1.2,-1.4,-0.7,-0.1,-2,10.7693,50.6546
"323",4508,-2.3,-2.7,-3.8,-4.2,-6,-5.3,-3.7,-0.8,-0.2,0.2,-0.1,-1.5,-0.1,2,1.8,-2.4,-1.3,-0.1,-2.7,1,0.1,-1.8,-0.5,-0.1,-0.2,1.6,0.2,-0.7,6.4165,50.2988
"324",4548,-2.4,-2.1,-3.7,-5.3,-6.6,-5.1,-5.5,-3.1,-1.2,0.6,-1.1,-3.1,-3.5,-3.3,-0.8,0.9,-1.2,-0.7,-3.3,0,1.7,-0.4,-1.3,1.2,-1,-1.8,0.1,0.2,12.1435,50.2046
"325",4559,-0.9,-0.4,-4.2,-6.8,-2.3,-2.7,-4.2,-1.1,-0.6,1.4,0.1,-1.5,-1.5,-2.2,-0.3,-1.2,-2,-0.7,-2.2,-0.4,-0.3,1,1.9,2.8,1.1,-0.4,0.2,1.3,12.6176,49.1646
"326",4560,0.2,0.1,-1.3,-3.5,-3.6,-2.8,-3.4,-0.2,1.1,2.7,1.1,-0.5,-0.3,-0.1,-0.4,-0.1,0.5,2.1,-0.5,5,3.6,1.7,1.2,2.4,2.3,4.1,3.1,0.8,9.1228,50.4927
"327",4592,-1.4,-0.2,-2.5,-4.1,-2.3,-2.2,-3.5,-0.6,0.2,2.2,0.7,-0.9,-1,-1.9,-2.3,-0.3,0,-0.2,-2,-0.2,0,2.1,-0.2,2.8,0.7,-0.1,1.1,2.1,12.0871,49.3278
"328",4605,-0.8,0.4,0.2,-1.9,-2.5,-2.6,-1.6,0.1,2.2,3.1,1.7,-0.7,0.3,-0.8,-0.9,-0.1,-1.1,1.6,-0.6,4.2,2.6,-0.1,1.4,2.6,0.5,0.2,1.9,2.1,11.1933,50.6444
"329",4625,-0.8,0,-1,-1.4,-0.7,-3.7,1,2.2,5.4,5.6,2.3,0.9,-0.8,0.9,1.8,0.6,-0.2,2.8,2.4,3.2,4.3,2.7,2,3.2,3.3,4.6,2.8,2.5,11.3872,53.6425
"330",4642,1.7,1,-0.1,-1.2,-1.5,-4,-0.3,1.9,5.2,5.8,4.9,0.8,-0.9,0.1,1.2,1.1,0,3.6,2.4,3.4,5.4,3,1.6,3.5,3.2,3.2,3.1,2.8,11.7297,52.8911
"331",4651,0.3,0.7,0.2,-1.9,-2.4,-3.6,-2.6,0.8,3.4,4.3,2.8,-0.1,2.1,2.7,-0.5,0,0.8,2.9,1.1,4.5,5.1,2.9,1.9,3.8,4.3,5.2,3.3,3,10.1888,51.9044
"332",4692,-0.2,0.7,-0.1,-2.2,-2.5,-1.4,-1.6,1.8,2.8,3.8,2.1,0.6,0.2,1.9,1.7,0.6,1.9,2.2,0.4,5.3,4.4,2.7,1.9,2.9,3.5,5.1,3.7,2.5,7.9966,50.8534
"333",4703,-1.4,-2.1,-7.1,-5.3,-3.5,-3.7,-6,-5.4,-3,-0.9,-1.6,-3,-3.8,-2.5,-3.2,-3.2,-2.8,-1.9,-1.7,-2.1,-0.7,-0.3,-0.4,1.2,0.5,-1.3,-0.3,0.4,9.1942,48.0719
"334",4704,-0.3,-0.1,-4.1,-3,-3.1,-2.6,-4,-4.9,-3.8,-2.3,-3.9,-3.4,-4.6,-3.3,-3.7,-1.9,-0.7,-0.6,-0.3,1.3,0.4,0.3,0.2,2.6,1.1,-0.9,0.8,1.8,9.7404,47.5776
"335",4706,-1.1,-0.2,-4.1,-7.1,-3.4,-2.4,-3.5,-1.7,-0.7,1.6,-0.5,-0.2,-1.5,-1.6,0.2,-0.6,-1.2,-0.7,-1.5,-1,1.8,1.7,3.4,3.8,2.6,1.4,2.2,2.3,13.0273,48.2719
"336",4709,-0.9,-0.8,-2.7,-3.1,-4.6,-3.5,-3.6,0.2,1.1,1.8,0.5,-0.4,-1,0.5,-0.1,-0.6,0,1.4,-1.9,4.7,2.6,1.5,1.2,2.2,2.5,3.9,2.4,1.5,7.5981,49.9996
"337",4745,0.6,0.6,-0.6,-2.5,-1.7,-1.8,0.1,2.2,5.1,5.2,3.6,0.3,1.3,3.5,1.3,1.8,0.1,2.3,1.6,3.5,4.1,2.5,2.2,3.4,3.8,4.7,3.7,2.5,9.7931,52.9604
"338",4763,-1.2,0.2,-0.9,-2.1,-2.5,-3.2,-2.6,0.8,2.5,3.6,1.8,-0.6,-0.1,0.6,-1.1,-0.8,0.5,2.3,-0.3,5.1,4.2,1.3,1.5,3,2.5,2.9,2.3,1.8,9.9266,51.0607
"339",4841,0.5,1.6,-1.5,-3.9,-0.8,-4.6,2.3,3.2,5.9,5.9,4.1,2.2,1.7,2.2,1.8,1.6,0.7,2.1,2.6,3.7,3.6,2.6,3.6,4.3,3.9,5.6,4.4,3.2,8.8735,53.6946
"340",4857,0.5,1.1,-0.6,-1.9,-0.4,-2.4,1.7,3,5.8,5.5,3.1,1.5,0.8,1.9,2,1.7,0.5,2.4,2.7,3.9,4.1,3.4,3.4,4,4.3,5.6,4.5,3.2,9.6082,53.5512
"341",4887,-3,-3.4,-5.6,-6.4,-5.7,-6.2,-7.3,-4.5,-3.7,-1.1,-2.4,-4.2,-3.8,-2.9,-4,-3,-4.2,-3.6,-2.9,2.3,1.5,-0.7,-0.7,0.1,0.7,1.5,-0.5,-0.2,9.8646,48.6657
"342",4896,-4.1,-1.7,-1.6,-2.7,-1.5,-4.1,3,2.6,5.6,5.4,3.5,1.7,0.5,0.9,2.6,1.2,-0.1,4,2.9,2.7,2.4,2.6,3.2,4.1,3.5,4.8,3.9,3,9.8035,54.665
"343",4911,-0.2,-0.2,-4.6,-6.6,-2.8,-3.7,-4.7,-1.3,-0.9,1.8,0.4,-0.5,-1.2,-2.2,-2.1,-2.8,-2.7,-0.9,-1.8,-0.2,0.8,2.2,1.3,3.5,2,0.5,2.3,2.4,12.5598,48.8275
"344",4928,0.9,0.3,-2,-3.2,-1.6,-2.1,-3.4,0.3,1.2,2.5,2.1,0.5,1.3,2.6,-0.6,0.1,-0.6,0.4,0,4.6,5.1,3.1,3,4.2,4.2,4,3,3.7,9.2,48.8282
"345",4931,0.2,-0.5,-4.3,-4.7,-2.2,-2.7,-4.3,-0.7,0.2,1.7,1.2,0,0.5,1.6,-0.8,-0.2,-0.8,0,0.1,3.1,3.8,2.3,2.3,3.3,3.1,2.4,1.9,3,9.2235,48.6883
"346",4978,-1.4,-0.1,-1.4,-3.3,-5.3,-4,-4.7,-0.4,1.5,2.6,0.7,-2.4,-1.7,-0.1,-1.4,-0.2,-1.1,1,-1.9,4.1,3.4,0.5,1.5,2.9,2.4,2.8,2.2,1.9,10.0228,50.639
"347",4997,-0.2,0.6,-0.4,-3.4,-2.6,-2.6,-1.7,0.5,2.5,4.1,2.3,0,0.5,0.7,-0.3,1.3,0,2,0.9,3.7,4.5,1.1,1.7,3.8,2.3,1.5,2.4,3,12.3432,50.9777
"348",5009,-0.5,0.1,-1.4,-1.4,-1.9,-4.9,1.3,1.7,4.7,4.8,1.7,0.9,-1,-0.5,1.5,-0.1,0.5,3.3,3.6,3.1,4.8,2.4,1.6,3.2,2.5,2.9,3.5,2.5,12.5574,53.761
"349",5014,1,1.1,-0.4,-2.6,-0.9,-2.4,1.2,3.3,6,6,4.3,1.8,2.1,3.4,1.9,1.9,0.5,2.2,2.2,4,3.8,3.1,3.5,4.1,4.2,5.9,4.6,2.9,8.9857,53.2758
"350",5017,-2.7,-2.5,-3.5,-5.5,-5.5,-5.9,-4.3,-2.9,-1.3,0.5,-1.1,-3.1,-3.8,-3.9,-2.7,0.4,-1,-0.7,-3.9,-0.3,1.1,-0.8,-1.2,0.7,-0.1,-0.1,0.8,0.5,11.3889,50.4002
"351",5029,-0.5,-1.1,-2.8,-3,-4,-2.8,-2.5,1.1,0.2,2,1,-0.4,0.4,2.9,-0.8,-0.2,-0.2,1.5,-1.2,5.1,2.8,1.7,1.1,2.2,2.8,4.4,3.1,1.9,7.0386,49.4738
"352",5046,-1.4,-1.6,-3.9,-7.2,-5.3,-4.7,-7.5,-2.1,-1,1.4,-0.2,-2.3,-3,-3.8,-0.9,0.6,-1.9,-0.4,-3.1,-0.6,-0.6,0.3,-0.6,1.9,-0.3,-1.3,-0.2,1.1,12.3541,49.8578
"353",5064,1.5,1.3,1.1,0.1,-1,-0.3,0.7,3.4,4.6,5.2,3.7,2.9,3.6,5.8,3.8,2.3,2.6,1.8,2.3,5.6,4,2.9,4.5,4.6,4.3,6.3,5.2,4.1,6.4443,51.2898
"354",5097,0.1,0,-1.5,-1.4,-4.2,-6.2,1.9,2.2,4.7,3.9,1.5,1.1,-0.7,0.3,2.1,0.1,0.4,3.7,4,3.2,5,3,2,3.7,2.2,3.4,3.5,3,12.7675,54.0661
"355",5099,1.2,1.5,-0.4,-0.7,-1.6,-0.1,-0.1,2.4,3.2,3.9,3.6,0.1,1.2,6.3,2.7,1.3,1.9,3,0.7,7.1,4.8,3.5,3.4,4.5,4.2,6.6,5.2,2.5,6.6131,49.7326
"356",5100,0.2,0.5,-1.2,-1.1,-2.5,-1.4,-1.1,2,2.2,2.9,3.2,-0.9,1.5,6.1,2.3,0.5,0.7,2.4,-0.4,6.1,3.6,2.6,2.5,3.4,3.5,5.6,4.1,2.4,6.6582,49.7479
"357",5109,-1,0,-1.8,-1.4,-3.3,-5.5,0.6,0.9,3.6,4.4,1.5,1.1,-0.7,-0.5,0.8,-0.4,0.7,2.9,4,3,5.7,2.7,2,3.7,2.9,4.1,3.8,2.8,13.3039,53.5997
"358",5111,-1.5,-1.3,-4.4,-5.7,-4.8,-4.5,-5.7,-3.4,-2.2,0.8,-2.1,-2.2,-3.1,-3.6,-3.4,-2.5,-3.5,-2.8,-2.3,2.5,2.7,0.8,1.6,2.2,1.6,1.7,1.5,1,12.5396,48.031
"359",5133,-3.2,0.3,-0.5,-3.1,-2.8,-3.3,-3.5,0.7,3.2,3.6,1.7,-0.5,-0.6,1.2,-0.8,-0.4,1.6,2.1,0.1,3.2,3.6,2,1,2.2,2.6,4.2,2.5,1.8,8.9132,51.3343
"360",5142,-0.6,0.3,-1.3,-1.5,-3.9,-5.2,1.2,1.6,3.9,4.2,2,0.6,-1,-0.5,1,0.2,0.8,3.2,4.7,2.3,6.2,2.3,2.3,3.8,2.2,2.6,3.8,2.2,14.0697,53.7444
"361",5146,1,0.8,-0.8,-2.5,-2.3,-3.5,-0.8,2,5.2,5.3,4,0.3,-0.2,1,1,1.6,0,3.2,1.9,3.9,4.5,2.7,2.5,3.9,3.6,3.9,3,2.6,10.5287,52.9413
"362",5149,0.6,0.1,-1.6,-2.7,-1.8,-2.2,-3.6,0.2,0,1.8,0.9,-0.5,-1,-1.3,0.5,-0.8,-0.8,0.2,-1.6,3,4.6,2,1.7,3.3,2.4,2.6,2.1,2.9,10.1916,49.5742
"363",5158,-1.2,0.2,-0.9,-2.4,-3.3,-5.7,-2.2,1,3.8,4.4,2.8,-1.4,0,1.1,0,1.2,0.3,2.4,1.4,3.3,4.5,1.9,1.8,2.9,3,3.9,2.6,2.6,11.1759,52.1601
"364",5229,-2.4,-2.7,-4.5,-7.1,-5.2,-4.9,-7.1,-5.9,-3.5,-0.7,-4.9,-5.4,-3.9,-0.9,-2.4,-3.1,-3.4,-2.2,-2.8,-0.9,0,-0.3,-1,0.5,-0.2,-1.7,0.6,0,8.4608,48.0452
"365",5275,1.7,1.9,-0.8,-1.9,0,0.1,-1.8,0.6,1.3,3.2,3,0.7,1.2,2.2,0.1,1.3,1.6,2.1,0.4,4.5,6,2.1,2.3,5.2,4.6,5.4,4.5,3.7,8.5373,49.2447
"366",5279,-0.6,1,0.7,-1.8,-1.9,-2.9,-2.9,1.6,3.6,4.5,2.6,0.2,1.1,1.5,0.7,0.5,1.4,2.6,0.7,5.2,5,3.2,1.7,3.7,2.9,4.2,3.2,2,9.5761,51.6184
"367",5280,-1.6,0.1,-1.1,-1.7,-1,-3.8,2.2,2.6,5.6,6.2,3,1.4,0.1,1.6,2,0.9,0.3,2.7,3,3.4,4,3.3,3,3.9,3.7,4.7,3.6,2.8,10.2268,53.9223
"368",5300,-0.3,-0.4,-1.7,-3.3,-4.1,-3.4,-2.6,0.5,1.4,2.5,0.9,-1,0.3,4,1.1,0.3,0.6,1.6,-1.4,4.4,3.2,1.3,0.5,2.2,2.8,4,2.5,1.9,8.3602,50.2599
"369",5335,-1.1,0.3,-0.4,-2.7,-4,-3.9,-2.3,-0.2,2,2.9,1,-1.5,-1.1,-0.8,-2.5,-0.7,-0.8,0.9,-1.1,3.4,3.5,1,1.3,3.2,2.3,2.1,3.6,2.2,10.5484,50.8963
"370",5347,-1.8,0.6,0,-2.6,-3,-3.7,-3.5,0.9,3,3.9,1.9,-0.2,0.2,1.7,-0.2,0.2,1.5,2.2,0.3,4,3.8,2.3,1.4,2.9,3.2,4.6,3,2,9.1118,51.504
"371",5349,-0.4,0.3,-1.1,-1.4,-1.1,-3.3,0.9,1.3,4.7,4.9,1.8,0.7,-1.2,0.3,1.2,0,0.3,2.8,3.2,2.1,4.5,2.5,1.5,2.7,2.1,3.2,3.5,2.7,12.6654,53.5196
"372",5371,-4.1,-4.1,-4.9,-6.7,-7.9,-7.9,-4.5,-4.7,-2,-0.9,0.5,2.1,1.8,3.4,0.4,-0.4,-1.4,-2,-3.9,-0.1,-0.7,-2.3,-2.3,-1.5,-1.6,-0.5,-1,-2.3,9.9428,50.4973
"373",5397,-1.1,-0.9,-2.3,-5.7,-3.3,-3.3,-4.8,-1.6,-0.7,1.4,0.1,-2,-2.1,-2,0.1,2,0.3,-0.3,-2.5,0.9,2.3,1.7,0.6,2.7,0.8,0.1,1.1,1.5,12.1845,49.6663
"374",5424,-1.4,0,-0.4,-2.9,-3.6,-3.9,-2.6,-0.3,2.1,3.3,2.1,-1.7,0.6,0.8,-1.4,2.4,0,1.3,-0.2,3.3,4,1.5,1.2,3,2.8,3.4,3,2.1,11.3542,51.0179
"375",5426,-1.3,-2,-2.9,-4.2,-4.6,-4.5,-4.2,-1.1,-0.8,0.7,-0.6,-1.2,-1.5,0.6,-2.3,-1.8,-1.2,-0.7,-1.9,4.8,2.3,0.4,0.8,1.4,2.6,4,1.6,1.6,8.1213,49.3758
"376",5433,-0.5,-1.2,-3.3,-2.4,-3.6,-2.5,-1.4,0.7,0.9,1.9,1.4,0.6,1.1,3.7,0.8,-0.1,0.1,1.7,-1.2,4.5,2.5,1.6,0.7,1.9,2.5,4.1,2.8,1.3,6.812,49.5534
"377",5440,-1.7,-1.1,-5.6,-7.9,-4,-3.6,-6,-1.7,-0.7,1.3,-0.1,-1.6,-2.1,-2.5,-0.6,-1.7,-2.3,-1.5,-2.4,0.8,1.7,1.7,0,2.2,1,0.7,0.9,1.6,10.9319,49.0114
"378",5480,1.5,1.5,1,-0.8,-1.1,-1.4,-0.6,2.8,4.4,5,3.2,0.4,4.4,7.4,2.8,2.4,2.2,2.9,2.4,5.8,4.6,3.9,4.1,4.5,5.1,6.8,5,4.1,7.888,51.5765
"379",5490,0.4,1,0,-2.4,-3,-4.6,-1.8,0.8,4.3,4.4,2.3,-1.9,-1.6,2.1,-0.6,1.5,0.4,1.9,0.9,4.1,4.6,2.1,2.4,3.9,3.2,3.9,3.7,3.3,10.7686,51.8454
"380",5516,1.1,1.6,-0.2,-0.3,0.5,-0.2,3.2,2.9,4.3,4.3,2.9,1.6,0.1,1.6,2.9,0.9,0.6,3.6,3.6,3.4,3.8,3.1,2.9,4,3.5,4.3,2.9,3.4,11.0605,54.5284
"381",5538,-2,-1.1,-5.9,-5.5,-3.6,-3.8,-5.5,-3.7,-1.9,-1.5,-4.1,-4.1,-4.5,-4,-2.3,-2,-2.8,-1.8,-2.3,-0.4,-1.3,0.6,1.3,1.9,0.9,-0.9,-1.2,1.2,11.1576,47.8827
"382",5541,0.1,0.5,-1.3,-2.2,-3,-2.1,-2,1.6,2.5,3.3,1.7,0,-0.8,1.1,1.1,1.4,1.6,2.6,-0.4,4.4,4.2,2,0.2,2,2.5,4.1,3.4,2.1,8.3169,50.1321
"383",5546,-1.3,-0.7,-0.9,-2.3,-2.7,-4.8,-2.3,0.1,2.7,3.7,3.2,-0.1,0.8,0.3,0.6,0.2,-0.3,1.8,0.9,2.7,4.4,1,0.6,2.6,2.3,2.8,3.3,2.2,12.4585,52.1207
"384",5562,-1.3,-2.2,-6.2,-5.5,-4.1,-4.4,-6.3,-1.8,-1.2,0.7,-0.9,-1.8,-0.2,1.6,-1.3,-1.9,-2.4,-1.1,-1.8,1.5,2.1,0.4,0.6,1.2,1.1,1.7,1.5,1.3,8.6801,48.6516
"385",5629,-0.5,0.7,0,-1.4,-1.8,-3.8,-1.6,1.1,3.5,4.6,3.9,0.7,1.4,0.6,2.3,1.1,0.8,2.6,1.3,3.6,5.2,1,1.5,3.2,2.9,2.4,3.4,3.3,12.6445,51.8892
"386",5640,0.1,1.7,0.4,-1.5,-0.4,-1.4,2.9,4,5.7,5.6,3.8,2,2.6,3.9,1.8,2,1.1,1.9,2.5,3.8,2.8,2.3,3.9,4.5,3,5.4,4.5,3.2,7.6672,53.5504
